Country,Province,County,Continent,Population,StatsName
US,Nebraska,Jefferson,North America,7046,"Jefferson, Nebraska, US"
US,North Carolina,Guilford,North America,537174,"Guilford, North Carolina, US"
US,New York,Cattaraugus,North America,76117,"Cattaraugus, New York, US"
US,Minnesota,Roseau,North America,15165,"Roseau, Minnesota, US"
US,Nebraska,Howard,North America,6445,"Howard, Nebraska, US"
US,Montana,Judith Basin,North America,2007,"Judith Basin, Montana, US"
US,Minnesota,Steele,North America,36649,"Steele, Minnesota, US"
US,Minnesota,Rock,North America,9315,"Rock, Minnesota, US"
US,Minnesota,Dodge,North America,20934,"Dodge, Minnesota, US"
US,Montana,Jefferson,North America,12221,"Jefferson, Montana, US"
US,Minnesota,Mower,North America,40062,"Mower, Minnesota, US"
US,Minnesota,Rice,North America,66972,"Rice, Minnesota, US"
US,Missouri,Cole,North America,76745,"Cole, Missouri, US"
US,Nebraska,Franklin,North America,2979,"Franklin, Nebraska, US"
US,Michigan,Lapeer,North America,87607,"Lapeer, Michigan, US"
US,Michigan,Grand Traverse,North America,93088,"Grand Traverse, Michigan, US"
US,Missouri,Clinton,North America,20387,"Clinton, Missouri, US"
US,Montana,Petroleum,North America,487,"Petroleum, Montana, US"
US,Michigan,Lake,North America,11853,"Lake, Michigan, US"
US,Minnesota,Kittson,North America,4298,"Kittson, Minnesota, US"
US,Mississippi,Sharkey,North America,4321,"Sharkey, Mississippi, US"
US,Michigan,Calhoun,North America,134159,"Calhoun, Michigan, US"
US,Minnesota,Becker,North America,34423,"Becker, Minnesota, US"
US,Mississippi,Covington,North America,18636,"Covington, Mississippi, US"
US,Missouri,New Madrid,North America,17076,"New Madrid, Missouri, US"
US,Nevada,Unassigned,North America,0,"Unassigned, Nevada, US"
US,North Carolina,Person,North America,39490,"Person, North Carolina, US"
US,Mississippi,Copiah,North America,28065,"Copiah, Mississippi, US"
US,Nevada,Storey,North America,4123,"Storey, Nevada, US"
US,Missouri,Lincoln,North America,59013,"Lincoln, Missouri, US"
US,Oklahoma,Garfield,North America,61056,"Garfield, Oklahoma, US"
US,Nebraska,Logan,North America,748,"Logan, Nebraska, US"
US,Ohio,Harrison,North America,15040,"Harrison, Ohio, US"
US,Mississippi,Madison,North America,106272,"Madison, Mississippi, US"
US,Nebraska,Chase,North America,3924,"Chase, Nebraska, US"
US,Missouri,St. Louis City,North America,300576,"St. Louis City, Missouri, US"
US,Missouri,Worth,North America,2013,"Worth, Missouri, US"
US,Nebraska,York,North America,13679,"York, Nebraska, US"
US,Missouri,Henry,North America,21824,"Henry, Missouri, US"
US,Missouri,St. Louis,North America,994205,"St. Louis, Missouri, US"
US,Michigan,Roscommon,North America,24019,"Roscommon, Michigan, US"
US,Minnesota,,North America,5639632,"Minnesota, US"
US,Michigan,Missaukee,North America,15118,"Missaukee, Michigan, US"
US,Montana,Wheatland,North America,2126,"Wheatland, Montana, US"
US,Minnesota,Yellow Medicine,North America,9709,"Yellow Medicine, Minnesota, US"
US,North Carolina,Greene,North America,21069,"Greene, North Carolina, US"
US,Montana,Valley,North America,7396,"Valley, Montana, US"
US,New York,Broome,North America,190488,"Broome, New York, US"
US,New Mexico,Bernalillo,North America,679121,"Bernalillo, New Mexico, US"
US,Maine,Washington,North America,31379,"Washington, Maine, US"
US,New Jersey,Hudson,North America,672391,"Hudson, New Jersey, US"
US,Minnesota,Stearns,North America,161075,"Stearns, Minnesota, US"
US,Mississippi,Wilkinson,North America,8630,"Wilkinson, Mississippi, US"
US,Minnesota,Dakota,North America,429021,"Dakota, Minnesota, US"
US,New Jersey,Gloucester,North America,291636,"Gloucester, New Jersey, US"
US,Minnesota,Morrison,North America,33386,"Morrison, Minnesota, US"
US,Minnesota,Renville,North America,14548,"Renville, Minnesota, US"
US,Mississippi,Jefferson,North America,6990,"Jefferson, Mississippi, US"
US,Minnesota,Mille Lacs,North America,26277,"Mille Lacs, Minnesota, US"
US,Nebraska,Fillmore,North America,5462,"Fillmore, Nebraska, US"
US,Missouri,Bollinger,North America,12133,"Bollinger, Missouri, US"
US,Michigan,Gogebic,North America,13975,"Gogebic, Michigan, US"
US,Missouri,Clay,North America,249948,"Clay, Missouri, US"
US,Missouri,Ray,North America,23018,"Ray, Missouri, US"
US,Michigan,Keweenaw,North America,2116,"Keweenaw, Michigan, US"
US,Minnesota,Kandiyohi,North America,43199,"Kandiyohi, Minnesota, US"
US,Mississippi,Scott,North America,28124,"Scott, Mississippi, US"
US,Michigan,Kent,North America,656955,"Kent, Michigan, US"
US,Michigan,Branch,North America,43517,"Branch, Michigan, US"
US,Minnesota,Anoka,North America,356921,"Anoka, Minnesota, US"
US,Ohio,Auglaize,North America,45656,"Auglaize, Ohio, US"
US,Missouri,Morgan,North America,20627,"Morgan, Missouri, US"
US,North Carolina,Perquimans,North America,13463,"Perquimans, North Carolina, US"
US,Mississippi,Coahoma,North America,22124,"Coahoma, Mississippi, US"
US,Nevada,Pershing,North America,6725,"Pershing, Nevada, US"
US,Missouri,Lewis,North America,9776,"Lewis, Missouri, US"
US,Massachusetts,Suffolk,North America,803907,"Suffolk, Massachusetts, US"
US,Maryland,Unassigned,North America,0,"Unassigned, Maryland, US"
US,Maryland,Howard,North America,325690,"Howard, Maryland, US"
US,Missouri,Lawrence,North America,38355,"Lawrence, Missouri, US"
US,Nebraska,Cedar,North America,8402,"Cedar, Nebraska, US"
US,Maryland,Talbot,North America,37181,"Talbot, Maryland, US"
US,Missouri,Webster,North America,39592,"Webster, Missouri, US"
US,Missouri,Lafayette,North America,32708,"Lafayette, Missouri, US"
US,Missouri,Harrison,North America,8352,"Harrison, Missouri, US"
US,Missouri,St. Francois,North America,67215,"St. Francois, Missouri, US"
US,Michigan,Presque Isle,North America,12592,"Presque Isle, Michigan, US"
US,Michigan,Midland,North America,83156,"Midland, Michigan, US"
US,Missouri,Grundy,North America,9850,"Grundy, Missouri, US"
US,Nebraska,Hooker,North America,682,"Hooker, Nebraska, US"
US,Montana,Unassigned,North America,0,"Unassigned, Montana, US"
US,New York,Bronx,North America,1418207,"Bronx, New York, US"
US,Nebraska,Holt,North America,10067,"Holt, Nebraska, US"
US,New Jersey,,North America,8882190,"New Jersey, US"
US,New York,Allegany,North America,46091,"Allegany, New York, US"
US,Maine,Waldo,North America,39715,"Waldo, Maine, US"
US,Montana,Hill,North America,16484,"Hill, Montana, US"
US,Minnesota,St. Louis,North America,199070,"St. Louis, Minnesota, US"
US,Mississippi,Webster,North America,9689,"Webster, Mississippi, US"
US,Minnesota,Crow Wing,North America,65055,"Crow Wing, Minnesota, US"
US,New Jersey,Essex,North America,798975,"Essex, New Jersey, US"
US,Minnesota,Redwood,North America,15170,"Redwood, Minnesota, US"
US,Mississippi,Jasper,North America,16383,"Jasper, Mississippi, US"
US,Minnesota,Cottonwood,North America,11196,"Cottonwood, Minnesota, US"
US,Minnesota,Red Lake,North America,4055,"Red Lake, Minnesota, US"
US,Mississippi,Jackson,North America,143617,"Jackson, Mississippi, US"
US,Minnesota,Cook,North America,5463,"Cook, Minnesota, US"
US,Missouri,Clark,North America,6797,"Clark, Missouri, US"
US,Mississippi,Itawamba,North America,23390,"Itawamba, Mississippi, US"
US,Minnesota,Clearwater,North America,8818,"Clearwater, Minnesota, US"
US,Missouri,Christian,North America,88595,"Christian, Missouri, US"
US,Mississippi,Issaquena,North America,1327,"Issaquena, Mississippi, US"
US,Michigan,Kalkaska,North America,18038,"Kalkaska, Michigan, US"
US,Michigan,Berrien,North America,153401,"Berrien, Michigan, US"
US,Missouri,Chariton,North America,7426,"Chariton, Missouri, US"
US,Michigan,Kalamazoo,North America,265066,"Kalamazoo, Michigan, US"
US,Michigan,Benzie,North America,17766,"Benzie, Michigan, US"
US,Missouri,Montgomery,North America,11551,"Montgomery, Missouri, US"
US,Maine,Androscoggin,North America,108277,"Androscoggin, Maine, US"
US,Michigan,Bay,North America,103126,"Bay, Michigan, US"
US,Nevada,Nye,North America,46523,"Nye, Nevada, US"
US,Mississippi,Lowndes,North America,58595,"Lowndes, Mississippi, US"
US,Massachusetts,Plymouth,North America,521202,"Plymouth, Massachusetts, US"
US,New York,Queens,North America,2253858,"Queens, New York, US"
US,Maryland,Harford,North America,255441,"Harford, Maryland, US"
US,Nebraska,Wheeler,North America,783,"Wheeler, Nebraska, US"
US,New York,Putnam,North America,98320,"Putnam, New York, US"
US,Nebraska,Cass,North America,26248,"Cass, Nebraska, US"
US,Nebraska,Webster,North America,3487,"Webster, Nebraska, US"
US,Maryland,St. Mary's,North America,113510,"St. Mary's, Maryland, US"
US,Missouri,Wayne,North America,12873,"Wayne, Missouri, US"
US,Missouri,Laclede,North America,35723,"Laclede, Missouri, US"
US,Minnesota,Wright,North America,138377,"Wright, Minnesota, US"
US,Missouri,Washington,North America,24730,"Washington, Missouri, US"
US,Michigan,Out of MI,North America,0,"Out of MI, Michigan, US"
US,Minnesota,Winona,North America,50484,"Winona, Minnesota, US"
US,Louisiana,St. Mary,North America,49348,"St. Mary, Louisiana, US"
US,Michigan,Ottawa,North America,291830,"Ottawa, Michigan, US"
US,Montana,Treasure,North America,696,"Treasure, Montana, US"
US,Nebraska,Hitchcock,North America,2762,"Hitchcock, Nebraska, US"
US,New Jersey,Warren,North America,105267,"Warren, New Jersey, US"
US,New York,Albany,North America,305506,"Albany, New York, US"
US,Nebraska,Hayes,North America,922,"Hayes, Nebraska, US"
US,Maine,Unassigned,North America,0,"Unassigned, Maine, US"
US,Louisiana,Orleans,North America,390144,"Orleans, Louisiana, US"
US,Minnesota,Sibley,North America,14865,"Sibley, Minnesota, US"
US,Mississippi,Wayne,North America,20183,"Wayne, Mississippi, US"
US,Minnesota,Meeker,North America,23222,"Meeker, Minnesota, US"
US,New Jersey,Cumberland,North America,149527,"Cumberland, New Jersey, US"
US,Nebraska,Dundy,North America,1693,"Dundy, Nebraska, US"
US,Missouri,Benton,North America,19443,"Benton, Missouri, US"
US,New Jersey,Cape May,North America,92039,"Cape May, New Jersey, US"
US,Nebraska,Douglas,North America,571327,"Douglas, Nebraska, US"
US,Missouri,Bates,North America,16172,"Bates, Missouri, US"
US,Missouri,Randolph,North America,24748,"Randolph, Missouri, US"
US,Minnesota,Kanabec,North America,16337,"Kanabec, Minnesota, US"
US,Nebraska,Dodge,North America,36565,"Dodge, Nebraska, US"
US,Minnesota,Clay,North America,64222,"Clay, Minnesota, US"
US,Missouri,Ralls,North America,10309,"Ralls, Missouri, US"
US,Mississippi,Humphreys,North America,8064,"Humphreys, Mississippi, US"
US,Minnesota,Chisago,North America,56579,"Chisago, Minnesota, US"
US,Missouri,Putnam,North America,4696,"Putnam, Missouri, US"
US,Mississippi,Holmes,North America,17010,"Holmes, Mississippi, US"
US,Minnesota,Chippewa,North America,11800,"Chippewa, Minnesota, US"
US,Missouri,Pulaski,North America,52607,"Pulaski, Missouri, US"
US,Mississippi,Hinds,North America,231840,"Hinds, Mississippi, US"
US,Michigan,Barry,North America,61550,"Barry, Michigan, US"
US,Missouri,Polk,North America,32149,"Polk, Missouri, US"
US,Mississippi,Lincoln,North America,34153,"Lincoln, Mississippi, US"
US,Mississippi,Harrison,North America,208080,"Harrison, Mississippi, US"
US,Maryland,Garrett,North America,29014,"Garrett, Maryland, US"
US,New York,Out of NY,North America,0,"Out of NY, New York, US"
US,Mississippi,Hancock,North America,47632,"Hancock, Mississippi, US"
US,Nebraska,Butler,North America,8016,"Butler, Nebraska, US"
US,New York,Otsego,North America,59493,"Otsego, New York, US"
US,Nebraska,Wayne,North America,9385,"Wayne, Nebraska, US"
US,Nebraska,Burt,North America,6459,"Burt, Nebraska, US"
US,Maryland,Somerset,North America,25616,"Somerset, Maryland, US"
US,Nebraska,Washington,North America,20729,"Washington, Nebraska, US"
US,Missouri,St. Clair,North America,9397,"St. Clair, Missouri, US"
US,Missouri,Knox,North America,3959,"Knox, Missouri, US"
US,Michigan,Michigan Department of Corrections (MDOC),North America,0,"Michigan Department of Corrections (MDOC), Michigan, US"
US,Missouri,Greene,North America,293086,"Greene, Missouri, US"
US,Minnesota,Wilkin,North America,6207,"Wilkin, Minnesota, US"
US,Michigan,Menominee,North America,22780,"Menominee, Michigan, US"
US,Missouri,Gentry,North America,6571,"Gentry, Missouri, US"
US,Minnesota,Watonwan,North America,10897,"Watonwan, Minnesota, US"
US,Michigan,Mecosta,North America,43453,"Mecosta, Michigan, US"
US,Missouri,Gasconade,North America,14706,"Gasconade, Missouri, US"
US,Nebraska,Harlan,North America,3380,"Harlan, Nebraska, US"
US,Minnesota,Washington,North America,262440,"Washington, Minnesota, US"
US,Missouri,Franklin,North America,103967,"Franklin, Missouri, US"
US,Minnesota,Sherburne,North America,97238,"Sherburne, Minnesota, US"
US,Mississippi,Washington,North America,43909,"Washington, Mississippi, US"
US,Minnesota,McLeod,North America,35893,"McLeod, Minnesota, US"
US,Michigan,Gladwin,North America,25449,"Gladwin, Michigan, US"
US,Minnesota,Ramsey,North America,550321,"Ramsey, Minnesota, US"
US,New Jersey,Camden,North America,506471,"Camden, New Jersey, US"
US,Michigan,Genesee,North America,405813,"Genesee, Michigan, US"
US,Missouri,Barton,North America,11754,"Barton, Missouri, US"
US,New Jersey,Burlington,North America,445349,"Burlington, New Jersey, US"
US,Minnesota,Aitkin,North America,15886,"Aitkin, Minnesota, US"
US,Minnesota,Jackson,North America,9846,"Jackson, Minnesota, US"
US,Nebraska,Dixon,North America,5636,"Dixon, Nebraska, US"
US,Ohio,Athens,North America,65327,"Athens, Ohio, US"
US,Missouri,Cedar,North America,14349,"Cedar, Missouri, US"
US,Michigan,Jackson,North America,158510,"Jackson, Michigan, US"
US,Mississippi,Clay,North America,19316,"Clay, Mississippi, US"
US,Missouri,Cass,North America,105780,"Cass, Missouri, US"
US,Missouri,Monroe,North America,8644,"Monroe, Missouri, US"
US,Mississippi,Clarke,North America,15541,"Clarke, Mississippi, US"
US,Missouri,Carter,North America,5982,"Carter, Missouri, US"
US,Minnesota,Cass,North America,29779,"Cass, Minnesota, US"
US,Nevada,Mineral,North America,4505,"Mineral, Nevada, US"
US,Massachusetts,Norfolk,North America,706775,"Norfolk, Massachusetts, US"
US,Michigan,Baraga,North America,8209,"Baraga, Michigan, US"
US,Nevada,Lyon,North America,57510,"Lyon, Nevada, US"
US,Massachusetts,Middlesex,North America,1611699,"Middlesex, Massachusetts, US"
US,Maryland,Frederick,North America,259547,"Frederick, Maryland, US"
US,Mississippi,Grenada,North America,20758,"Grenada, Mississippi, US"
US,New York,Oswego,North America,117124,"Oswego, New York, US"
US,Nebraska,Buffalo,North America,49659,"Buffalo, Nebraska, US"
US,Mississippi,Greene,North America,13586,"Greene, Mississippi, US"
US,New York,Orleans,North America,40352,"Orleans, New York, US"
US,Nebraska,Brown,North America,2955,"Brown, Nebraska, US"
US,Kentucky,Webster,North America,12942,"Webster, Kentucky, US"
US,New York,Orange,North America,384940,"Orange, New York, US"
US,Michigan,Otsego,North America,24668,"Otsego, Michigan, US"
US,Kentucky,Rockcastle,North America,16695,"Rockcastle, Kentucky, US"
US,New York,Ontario,North America,109777,"Ontario, New York, US"
US,Michigan,Oscoda,North America,8241,"Oscoda, Michigan, US"
US,Montana,Granite,North America,3379,"Granite, Montana, US"
US,Maine,Somerset,North America,50484,"Somerset, Maine, US"
US,New York,Onondaga,North America,460528,"Onondaga, New York, US"
US,Louisiana,Natchitoches,North America,38158,"Natchitoches, Louisiana, US"
US,Nebraska,Hamilton,North America,9324,"Hamilton, Nebraska, US"
US,Minnesota,Waseca,North America,18612,"Waseca, Minnesota, US"
US,Missouri,Dunklin,North America,29131,"Dunklin, Missouri, US"
US,Louisiana,Evangeline,North America,33395,"Evangeline, Louisiana, US"
US,Mississippi,Warren,North America,45381,"Warren, Mississippi, US"
US,Minnesota,Martin,North America,19683,"Martin, Minnesota, US"
US,Mississippi,Rankin,North America,155271,"Rankin, Mississippi, US"
US,Minnesota,Pope,North America,11249,"Pope, Minnesota, US"
US,Michigan,Federal Correctional Institution (FCI),North America,0,"Federal Correctional Institution (FCI), Michigan, US"
US,Missouri,Barry,North America,35789,"Barry, Missouri, US"
US,Louisiana,Cameron,North America,6973,"Cameron, Louisiana, US"
US,Michigan,,North America,9986857,"Michigan, US"
US,Minnesota,Itasca,North America,45130,"Itasca, Minnesota, US"
US,Nebraska,Deuel,North America,1794,"Deuel, Nebraska, US"
US,Michigan,Wexford,North America,33631,"Wexford, Michigan, US"
US,Minnesota,Isanti,North America,40596,"Isanti, Minnesota, US"
US,Kentucky,Livingston,North America,9194,"Livingston, Kentucky, US"
US,Michigan,Wayne,North America,1749343,"Wayne, Michigan, US"
US,Mississippi,Claiborne,North America,8988,"Claiborne, Mississippi, US"
US,Missouri,Carroll,North America,8679,"Carroll, Missouri, US"
US,Minnesota,Carver,North America,105089,"Carver, Minnesota, US"
US,Missouri,Platte,North America,104418,"Platte, Missouri, US"
US,Mississippi,Leflore,North America,28183,"Leflore, Mississippi, US"
US,Michigan,Arenac,North America,14883,"Arenac, Michigan, US"
US,Nevada,Lincoln,North America,5183,"Lincoln, Nevada, US"
US,Missouri,Pike,North America,18302,"Pike, Missouri, US"
US,Maryland,Dorchester,North America,31929,"Dorchester, Maryland, US"
US,Michigan,Antrim,North America,23324,"Antrim, Michigan, US"
US,Nebraska,Valley,North America,4158,"Valley, Nebraska, US"
US,Missouri,Phelps,North America,44573,"Phelps, Missouri, US"
US,Missouri,Kansas City,North America,488943,"Kansas City, Missouri, US"
US,Louisiana,St. Martin,North America,53431,"St. Martin, Louisiana, US"
US,Kentucky,Carter,North America,26797,"Carter, Kentucky, US"
